FL_DATE,AIRLINE,ORIGIN,DEST,DEP_DELAY,ARR_DELAY,CANCELLED,DISTANCE
2019-03-14,Hawaiian Airlines Inc.,HNL,SAN,6.0,11.0,0,2614.0
2020-01-18,Envoy Air,HSV,ORD,-9.0,-11.0,0,510.0
2020-01-27,JetBlue Airways,PHL,BOS,-15.0,-13.0,0,280.0
2019-02-15,Delta Air Lines Inc.,AUS,DTW,-2.0,-14.0,0,1149.0
2019-12-16,Alaska Airlines Inc.,SLC,SEA,5.0,-10.0,0,689.0
2019-02-11,Delta Air Lines Inc.,AGS,ATL,-5.0,-8.0,0,143.0
2023-02-21,Southwest Airlines Co.,OAK,SAN,14.0,8.0,0,446.0
2023-08-04,Delta Air Lines Inc.,LAX,SFO,127.0,113.0,0,337.0
2023-03-14,Delta Air Lines Inc.,ATL,SAV,-6.0,-19.0,0,214.0
2020-10-17,Delta Air Lines Inc.,LGA,ATL,-5.0,-28.0,0,762.0
2022-09-02,United Air Lines Inc.,LAX,SFO,-9.0,-24.0,0,337.0
2023-05-10,Frontier Airlines Inc.,STL,MCO,15.0,23.0,0,882.0
2019-04-14,SkyWest Airlines Inc.,SLC,TUL,-7.0,-25.0,0,926.0
2019-05-25,Endeavor Air Inc.,ATL,SHV,-6.0,-18.0,0,551.0
2023-02-02,Allegiant Air,IDA,AZA,3.0,15.0,0,704.0
2021-03-16,SkyWest Airlines Inc.,DFW,SHV,-8.0,-20.0,0,190.0
2019-02-13,Republic Airline,LGA,ORD,-9.0,-49.0,0,733.0
2019-01-11,American Airlines Inc.,PHL,LAX,-7.0,-22.0,0,2402.0
2019-04-02,American Airlines Inc.,DFW,AUS,0.0,-3.0,0,190.0
2019-06-25,SkyWest Airlines Inc.,MGM,ATL,50.0,27.0,0,147.0
2020-11-19,Delta Air Lines Inc.,MSP,BWI,-4.0,-14.0,0,936.0
2021-07-20,Southwest Airlines Co.,LAS,FAT,-1.0,-9.0,0,259.0
2020-07-23,Spirit Air Lines,RDU,FLL,-11.0,-20.0,0,680.0
2019-11-03,Republic Airline,DCA,CMH,7.0,3.0,0,323.0
2019-09-05,Allegiant Air,SFB,BLV,-8.0,-7.0,0,835.0
2022-12-25,Delta Air Lines Inc.,MIA,JFK,9.0,14.0,0,1089.0
2021-04-05,Republic Airline,DCA,SDF,-7.0,-28.0,0,474.0
2019-09-27,Southwest Airlines Co.,SAN,PDX,-2.0,-7.0,0,933.0
2021-02-18,Delta Air Lines Inc.,SFO,MSP,-7.0,-3.0,0,1589.0
2023-05-19,Southwest Airlines Co.,DAL,ATL,171.0,155.0,0,721.0
2019-11-29,SkyWest Airlines Inc.,DEN,RAP,0.0,0.0,1,300.0
2019-05-11,Alaska Airlines Inc.,PSG,JNU,-18.0,-20.0,0,123.0
2021-07-23,SkyWest Airlines Inc.,SMF,PDX,-6.0,-5.0,0,479.0
2019-10-09,Spirit Air Lines,MSP,ATL,-7.0,-17.0,0,907.0
2021-11-03,SkyWest Airlines Inc.,ELP,LAX,-9.0,-18.0,0,715.0
2023-02-05,United Air Lines Inc.,IAH,MSY,-3.0,-17.0,0,305.0
2022-12-22,SkyWest Airlines Inc.,PDX,SEA,-8.0,-20.0,0,129.0
2022-09-04,Southwest Airlines Co.,JAX,HOU,7.0,-2.0,0,816.0
2019-10-07,Southwest Airlines Co.,ATL,RDU,6.0,-20.0,0,356.0
2021-09-03,Alaska Airlines Inc.,SEA,LAX,203.0,187.0,0,954.0
2021-04-25,Delta Air Lines Inc.,DTW,CLT,1.0,-18.0,0,500.0
2019-11-14,United Air Lines Inc.,SFO,TPA,44.0,45.0,0,2393.0
2022-07-28,Southwest Airlines Co.,ALB,MCO,-1.0,-18.0,0,1073.0
2023-02-03,United Air Lines Inc.,SAT,EWR,-6.0,30.0,0,1569.0
2020-12-03,Endeavor Air Inc.,MSP,ATW,-10.0,-20.0,0,236.0
2021-07-09,PSA Airlines Inc.,CLT,OAJ,-7.0,-18.0,0,191.0
2019-09-16,American Airlines Inc.,EWR,DFW,-2.0,-15.0,0,1372.0
2023-03-08,Hawaiian Airlines Inc.,OGG,HNL,52.0,80.0,0,100.0
2019-05-12,PSA Airlines Inc.,CLT,AGS,4.0,-4.0,0,140.0
2021-09-21,SkyWest Airlines Inc.,ORD,BNA,-4.0,-2.0,0,409.0
2023-02-25,Envoy Air,CLT,EYW,9.0,5.0,0,736.0
2022-02-28,JetBlue Airways,BOS,RIC,93.0,82.0,0,474.0
2020-05-12,Southwest Airlines Co.,SJU,MDW,-6.0,14.0,0,2057.0
2019-05-08,United Air Lines Inc.,ORD,EWR,75.0,61.0,0,719.0
2022-07-29,Alaska Airlines Inc.,SEA,DFW,20.0,86.0,0,1660.0
2021-01-24,Delta Air Lines Inc.,ATL,CLE,-2.0,-13.0,0,554.0
2021-06-10,SkyWest Airlines Inc.,PHX,LAX,-2.0,-12.0,0,370.0
2021-11-09,SkyWest Airlines Inc.,DTW,ATW,-4.0,-18.0,0,296.0
2023-02-03,SkyWest Airlines Inc.,LAX,SJC,-4.0,-10.0,0,308.0
2019-11-11,Envoy Air,ABI,DFW,-4.0,-21.0,0,158.0
2022-09-15,Envoy Air,ALB,ORD,-5.0,-23.0,0,723.0
2019-05-05,Southwest Airlines Co.,BWI,ROC,3.0,-9.0,0,277.0
2020-10-28,United Air Lines Inc.,RSW,ORD,-3.0,-25.0,0,1120.0
2021-12-21,American Airlines Inc.,BHM,DFW,115.0,96.0,0,597.0
2021-01-16,Alaska Airlines Inc.,SEA,PHX,-8.0,-25.0,0,1107.0
2022-03-20,Delta Air Lines Inc.,MSP,ANC,-6.0,-30.0,0,2519.0
2022-01-03,Endeavor Air Inc.,LGA,BHM,0.0,0.0,1,866.0
2019-11-21,Delta Air Lines Inc.,LAX,SEA,-4.0,-19.0,0,954.0
2023-08-14,Spirit Air Lines,ATL,ORD,136.0,138.0,0,606.0
2022-01-06,Southwest Airlines Co.,DEN,HOU,90.0,88.0,0,883.0
2019-04-12,Southwest Airlines Co.,HOU,ABQ,4.0,-5.0,0,759.0
2023-01-16,Delta Air Lines Inc.,JFK,SLC,6.0,-48.0,0,1990.0
2021-06-27,SkyWest Airlines Inc.,LAX,ABQ,250.0,272.0,0,677.0
2020-08-20,Southwest Airlines Co.,DAL,PNS,44.0,44.0,0,592.0
2019-01-11,Spirit Air Lines,SEA,LAS,-8.0,-10.0,0,867.0
2022-10-03,Republic Airline,EWR,DTW,-4.0,-12.0,0,488.0
2021-05-16,Republic Airline,ORD,MEM,-4.0,3.0,0,491.0
2022-10-21,Frontier Airlines Inc.,SJU,MCO,11.0,-2.0,0,1189.0
2023-05-03,Alaska Airlines Inc.,LAX,EWR,-4.0,4.0,0,2454.0
2021-08-29,Delta Air Lines Inc.,BDL,ATL,2.0,-3.0,0,859.0
2020-04-11,Southwest Airlines Co.,LAS,BUR,0.0,0.0,1,223.0
2019-05-20,United Air Lines Inc.,IAH,SFO,71.0,114.0,0,1635.0
2023-08-29,American Airlines Inc.,DFW,LAX,-4.0,-12.0,0,1235.0
2022-07-02,Southwest Airlines Co.,HOU,TPA,16.0,6.0,0,781.0
2021-07-19,United Air Lines Inc.,MSO,DEN,32.0,39.0,0,679.0
2019-06-29,Southwest Airlines Co.,DAL,MDW,41.0,36.0,0,793.0
2021-03-01,Endeavor Air Inc.,MSP,CMH,-5.0,-34.0,0,626.0
2022-02-04,American Airlines Inc.,JFK,ORD,-11.0,4.0,0,740.0
2023-02-09,Delta Air Lines Inc.,EWR,ATL,-2.0,-10.0,0,746.0
2023-06-12,American Airlines Inc.,EYW,CLT,67.0,76.0,0,736.0
2022-12-08,SkyWest Airlines Inc.,LAX,SJC,-1.0,3.0,0,308.0
2019-07-01,Frontier Airlines Inc.,BFM,DEN,-12.0,48.0,0,1132.0
2019-04-13,Envoy Air,ORD,ABE,-11.0,-25.0,0,654.0
2022-01-18,American Airlines Inc.,MIA,CLT,-2.0,4.0,0,650.0
2022-09-26,Southwest Airlines Co.,STL,AUS,1.0,-18.0,0,721.0
2021-09-14,Southwest Airlines Co.,LAS,SJC,-3.0,-11.0,0,386.0
2022-09-05,SkyWest Airlines Inc.,SPI,ORD,-3.0,-6.0,0,174.0
2022-01-18,American Airlines Inc.,MIA,LGA,5.0,-7.0,0,1096.0
2020-03-11,Frontier Airlines Inc.,ORD,DEN,-11.0,-27.0,0,888.0
2020-01-22,American Airlines Inc.,LAS,DFW,-9.0,-9.0,0,1055.0
2023-04-20,Southwest Airlines Co.,RSW,MDW,36.0,31.0,0,1105.0
2020-03-20,Hawaiian Airlines Inc.,HNL,SJC,-2.0,-2.0,0,2417.0
2019-12-08,American Airlines Inc.,PHX,LAS,-6.0,-6.0,0,255.0
2022-08-30,SkyWest Airlines Inc.,TVC,DTW,-8.0,-22.0,0,207.0
2019-10-28,Delta Air Lines Inc.,DTW,SNA,-2.0,19.0,0,1960.0
2019-10-09,Frontier Airlines Inc.,CLE,DEN,-10.0,-26.0,0,1201.0
2022-07-02,SkyWest Airlines Inc.,SFO,SLC,-5.0,-32.0,0,599.0
2022-10-27,Allegiant Air,ROA,PIE,-4.0,-21.0,0,668.0
2020-09-28,Southwest Airlines Co.,MSY,HOU,-1.0,-9.0,0,302.0
2021-12-30,American Airlines Inc.,CLT,MSY,5.0,9.0,0,651.0
2023-08-07,Southwest Airlines Co.,FLL,TPA,2.0,-12.0,0,197.0
2023-03-17,American Airlines Inc.,LGA,DCA,-6.0,-17.0,0,214.0
2020-03-14,Endeavor Air Inc.,TRI,ATL,-1.0,-5.0,0,227.0
2020-12-07,United Air Lines Inc.,DEN,PHL,-11.0,-2.0,0,1558.0
2021-07-23,Horizon Air,SEA,GEG,-2.0,2.0,0,224.0
2022-07-22,SkyWest Airlines Inc.,ABE,DTW,-4.0,-19.0,0,425.0
2023-03-10,Hawaiian Airlines Inc.,OGG,HNL,54.0,48.0,0,100.0
2019-12-31,SkyWest Airlines Inc.,MSP,CMH,0.0,-34.0,0,626.0
2021-07-31,Horizon Air,SFO,LAX,26.0,37.0,0,337.0
2022-08-19,Horizon Air,SEA,PDX,-3.0,-9.0,0,129.0
2022-12-31,American Airlines Inc.,JAX,AUS,-10.0,-8.0,0,954.0
2022-11-16,Southwest Airlines Co.,DEN,PHX,8.0,-14.0,0,602.0
2021-08-04,SkyWest Airlines Inc.,LWS,SLC,10.0,9.0,0,461.0
2019-03-14,United Air Lines Inc.,TPA,ORD,-15.0,-32.0,0,1011.0
2020-06-17,Southwest Airlines Co.,SJU,MCO,-7.0,-17.0,0,1189.0
2020-09-04,Envoy Air,ORD,BUF,-2.0,-22.0,0,473.0
2023-03-05,American Airlines Inc.,DFW,SEA,-1.0,-3.0,0,1660.0
2023-01-07,Southwest Airlines Co.,DEN,OMA,6.0,1.0,0,472.0
2019-08-22,SkyWest Airlines Inc.,MCI,DEN,51.0,30.0,0,533.0
2021-08-18,Delta Air Lines Inc.,CAE,ATL,-2.0,-22.0,0,192.0
2023-04-17,Southwest Airlines Co.,ABQ,AUS,-4.0,-20.0,0,619.0
2019-06-30,Spirit Air Lines,PHL,SJU,21.0,-7.0,0,1576.0
2019-02-24,PSA Airlines Inc.,DCA,SYR,-6.0,-10.0,0,298.0
2019-10-19,Frontier Airlines Inc.,GRR,MCO,29.0,15.0,0,1024.0
2021-11-21,Endeavor Air Inc.,GTR,ATL,-3.0,-24.0,0,241.0
2022-10-17,American Airlines Inc.,PHX,LIH,-11.0,-24.0,0,2979.0
2019-11-26,United Air Lines Inc.,IAH,LGA,-9.0,-26.0,0,1416.0
2023-05-24,Delta Air Lines Inc.,ATL,MDW,-8.0,-19.0,0,591.0
2022-09-20,Southwest Airlines Co.,OAK,SLC,8.0,-6.0,0,588.0
2022-01-19,SkyWest Airlines Inc.,SBA,LAX,-5.0,-13.0,0,89.0
2022-11-15,SkyWest Airlines Inc.,LAX,DEN,-2.0,-10.0,0,862.0
2021-08-03,Endeavor Air Inc.,SBN,ATL,-5.0,-10.0,0,566.0
2021-09-26,Envoy Air,ORD,BIL,-3.0,-25.0,0,1061.0
2022-01-29,Southwest Airlines Co.,DAL,OAK,-4.0,-30.0,0,1468.0
2022-12-08,Republic Airline,DCA,BOS,-1.0,-5.0,0,399.0
2019-10-11,Frontier Airlines Inc.,SAT,DEN,-4.0,16.0,0,794.0
2022-12-12,Endeavor Air Inc.,CVG,LGA,10.0,-3.0,0,585.0
2019-11-02,SkyWest Airlines Inc.,ORD,SYR,-2.0,-19.0,0,607.0
2021-05-07,American Airlines Inc.,DFW,SFO,1.0,10.0,0,1464.0
2022-06-19,Delta Air Lines Inc.,TPA,BOS,-6.0,-1.0,0,1185.0
2020-10-11,Southwest Airlines Co.,MCI,DAL,-4.0,-15.0,0,461.0
2020-10-28,Republic Airline,DTW,EWR,-12.0,-24.0,0,488.0
2022-12-04,Southwest Airlines Co.,DAL,AUS,-3.0,-15.0,0,189.0
2022-09-02,United Air Lines Inc.,AUS,IAH,-6.0,3.0,0,140.0
2020-01-08,American Airlines Inc.,ORD,LGA,25.0,58.0,0,733.0
2021-11-01,Delta Air Lines Inc.,SLC,FLL,0.0,-11.0,0,2084.0
2019-11-13,American Airlines Inc.,BOS,PHL,-8.0,-4.0,0,280.0
2021-12-03,Southwest Airlines Co.,LAS,OAK,80.0,68.0,0,407.0
2019-06-29,Delta Air Lines Inc.,HNL,SEA,53.0,28.0,0,2677.0
2023-02-13,Southwest Airlines Co.,HOU,SLC,4.0,-9.0,0,1214.0
2021-08-24,Southwest Airlines Co.,SLC,AUS,-6.0,-9.0,0,1086.0
2021-03-28,Horizon Air,RNO,SEA,1.0,19.0,0,564.0
2023-04-17,United Air Lines Inc.,DEN,TPA,1.0,-10.0,0,1506.0
2023-04-18,American Airlines Inc.,MCI,ORD,-13.0,-13.0,0,403.0
2019-03-15,SkyWest Airlines Inc.,DTW,FWA,-1.0,5.0,0,128.0
2023-02-06,Delta Air Lines Inc.,SEA,DEN,4.0,-3.0,0,1024.0
2019-08-31,Southwest Airlines Co.,RDU,MCO,-4.0,-24.0,0,534.0
2022-04-11,SkyWest Airlines Inc.,DEN,SDF,0.0,-22.0,0,1024.0
2021-07-13,United Air Lines Inc.,DEN,SBA,36.0,42.0,0,916.0
2023-08-27,American Airlines Inc.,MSY,DCA,-5.0,-19.0,0,969.0
2019-02-05,Alaska Airlines Inc.,CDV,ANC,12.0,19.0,0,160.0
2021-03-01,Allegiant Air,GSP,PIE,-13.0,-18.0,0,482.0
2023-02-05,Southwest Airlines Co.,MSY,HOU,7.0,5.0,0,302.0
2020-03-28,Southwest Airlines Co.,SAN,SAT,0.0,0.0,1,1129.0
2020-02-05,Delta Air Lines Inc.,IAH,SLC,79.0,74.0,0,1195.0
2021-03-13,American Airlines Inc.,DFW,SNA,-5.0,-22.0,0,1205.0
2022-10-12,Southwest Airlines Co.,DEN,HOU,0.0,-18.0,0,883.0
2023-04-26,American Airlines Inc.,PIT,CLT,109.0,104.0,0,366.0
2021-12-24,Spirit Air Lines,ORD,LAX,-1.0,42.0,0,1744.0
2022-12-28,SkyWest Airlines Inc.,RDM,SFO,3.0,0.0,0,462.0
2019-10-22,SkyWest Airlines Inc.,ORD,DLH,55.0,52.0,0,397.0
2019-10-30,Southwest Airlines Co.,DEN,BWI,35.0,32.0,0,1491.0
2021-10-02,United Air Lines Inc.,EWR,RSW,-6.0,-31.0,0,1068.0
2022-11-08,JetBlue Airways,LGA,BNA,-13.0,-15.0,0,764.0
2019-06-29,PSA Airlines Inc.,CLT,ILM,-5.0,-15.0,0,185.0
2020-06-06,SkyWest Airlines Inc.,PHX,IAH,-2.0,-8.0,0,1009.0
2020-09-19,Delta Air Lines Inc.,MSP,ATL,16.0,0.0,0,907.0
2019-01-08,American Airlines Inc.,MIA,MCO,-7.0,-2.0,0,192.0
2021-01-27,Southwest Airlines Co.,MDW,MIA,-7.0,8.0,0,1182.0
2019-09-13,American Airlines Inc.,LAS,DFW,10.0,-2.0,0,1055.0
2022-09-25,Southwest Airlines Co.,BDL,DEN,4.0,-20.0,0,1671.0
2019-09-30,SkyWest Airlines Inc.,MAF,DEN,-9.0,-28.0,0,563.0
2022-08-26,Delta Air Lines Inc.,LAX,MEM,-7.0,-24.0,0,1619.0
2023-06-21,Delta Air Lines Inc.,SAN,SEA,32.0,11.0,0,1050.0
2019-04-23,Delta Air Lines Inc.,HPN,ATL,-3.0,-22.0,0,780.0
2019-11-30,PSA Airlines Inc.,CLT,SDF,-6.0,6.0,0,335.0
2019-10-11,Delta Air Lines Inc.,TPA,LGA,-7.0,-6.0,0,1010.0
2023-08-24,American Airlines Inc.,DFW,LGA,1.0,-6.0,0,1389.0
2022-06-11,Mesa Airlines Inc.,MYR,DFW,-21.0,-33.0,0,1048.0
2021-07-27,American Airlines Inc.,DFW,AUS,130.0,121.0,0,190.0
2021-10-03,Allegiant Air,GRR,BOS,-2.0,-6.0,0,740.0
2021-08-20,Endeavor Air Inc.,MLI,ATL,-4.0,-21.0,0,633.0
2023-01-10,Delta Air Lines Inc.,ATL,HSV,-4.0,-3.0,0,151.0
2021-01-07,United Air Lines Inc.,MIA,ORD,-7.0,1.0,0,1197.0
2020-10-22,SkyWest Airlines Inc.,MSP,BIS,0.0,9.0,0,386.0
2023-05-02,Endeavor Air Inc.,LGA,DAY,-12.0,-22.0,0,549.0
2019-04-30,United Air Lines Inc.,ORD,PIT,-14.0,-26.0,0,413.0
2022-03-07,Delta Air Lines Inc.,CLE,ATL,6.0,-4.0,0,554.0
2019-09-23,Delta Air Lines Inc.,MSP,RDU,0.0,-20.0,0,980.0
2019-06-19,Republic Airline,LGA,PIT,52.0,31.0,0,335.0
2023-01-05,American Airlines Inc.,RDU,ORD,-10.0,-28.0,0,646.0
2023-05-15,Southwest Airlines Co.,DTW,BWI,15.0,13.0,0,409.0
2019-03-07,American Airlines Inc.,MIA,SAT,-8.0,-15.0,0,1143.0
2023-01-31,Southwest Airlines Co.,PHX,LAS,46.0,26.0,0,255.0
2022-01-20,Southwest Airlines Co.,CMH,BNA,-2.0,-22.0,0,337.0
2020-11-22,Endeavor Air Inc.,MOB,ATL,-5.0,-20.0,0,302.0
2022-09-14,Spirit Air Lines,MCO,PHL,29.0,36.0,0,861.0
2019-04-21,Delta Air Lines Inc.,ATL,BOS,0.0,-9.0,0,946.0
2023-08-17,Alaska Airlines Inc.,SEA,OAK,1.0,7.0,0,672.0
2019-04-21,American Airlines Inc.,ORD,LGA,-6.0,-15.0,0,733.0
2021-05-23,United Air Lines Inc.,SEA,DEN,-6.0,-8.0,0,1024.0
2020-03-02,Alaska Airlines Inc.,OAK,SEA,-10.0,27.0,0,672.0
2022-07-04,American Airlines Inc.,CLT,STT,-15.0,-21.0,0,1520.0
2020-04-27,American Airlines Inc.,AUS,DFW,0.0,0.0,1,190.0
2019-12-04,United Air Lines Inc.,IAD,MCO,-4.0,-23.0,0,758.0
2019-04-07,United Air Lines Inc.,SEA,DEN,77.0,,0,1024.0
2019-01-06,Envoy Air,GRK,DFW,0.0,11.0,0,134.0
2021-08-29,Spirit Air Lines,DFW,BWI,13.0,3.0,0,1217.0
2021-01-26,Envoy Air,DFW,ABQ,-5.0,0.0,0,569.0
2022-06-30,United Air Lines Inc.,DEN,IAH,-1.0,5.0,0,862.0
2021-12-19,American Airlines Inc.,DFW,RIC,61.0,60.0,0,1158.0
2022-03-11,Southwest Airlines Co.,DEN,BWI,15.0,-4.0,0,1491.0
2019-10-15,SkyWest Airlines Inc.,RIC,ORD,-6.0,-8.0,0,642.0
2023-07-29,Spirit Air Lines,TPA,ATL,-3.0,39.0,0,406.0
2019-11-19,Delta Air Lines Inc.,MSP,BWI,-3.0,1.0,0,936.0
2019-04-09,American Airlines Inc.,OGG,LAX,-9.0,-27.0,0,2486.0
2021-09-18,PSA Airlines Inc.,CRW,CLT,-5.0,-1.0,0,221.0
2021-10-10,American Airlines Inc.,BNA,MIA,-3.0,-24.0,0,806.0
2022-09-23,Spirit Air Lines,MYR,ACY,-4.0,-10.0,0,466.0
2019-07-06,Southwest Airlines Co.,RNO,DEN,20.0,29.0,0,804.0
2019-04-30,Southwest Airlines Co.,MCI,MDW,10.0,-10.0,0,405.0
2019-11-20,Endeavor Air Inc.,EVV,ATL,-7.0,5.0,0,350.0
2019-10-23,SkyWest Airlines Inc.,SLC,HLN,-2.0,-9.0,0,402.0
2020-08-23,Southwest Airlines Co.,MEM,BWI,2.0,-10.0,0,787.0
2019-07-16,Southwest Airlines Co.,BUR,SJC,-2.0,2.0,0,296.0
2022-01-04,American Airlines Inc.,JFK,SFO,-1.0,2.0,0,2586.0
2022-08-04,SkyWest Airlines Inc.,SFO,LAX,-7.0,-12.0,0,337.0
2021-07-25,PSA Airlines Inc.,PHF,CLT,14.0,3.0,0,282.0
2020-01-23,Delta Air Lines Inc.,ATL,EYW,-4.0,-11.0,0,646.0
2023-04-26,Endeavor Air Inc.,LGA,CVG,-5.0,-27.0,0,585.0
2019-08-23,PSA Airlines Inc.,GSP,DCA,83.0,86.0,0,396.0
2019-11-17,SkyWest Airlines Inc.,DEN,MCI,-5.0,0.0,0,533.0
2021-05-05,PSA Airlines Inc.,MGM,DCA,-8.0,-26.0,0,693.0
2023-04-23,SkyWest Airlines Inc.,GEG,PDX,-7.0,-5.0,0,279.0
2022-02-09,American Airlines Inc.,PHX,SMF,-5.0,-9.0,0,647.0
2020-04-19,JetBlue Airways,PHL,FLL,7.0,-8.0,0,992.0
2022-12-09,United Air Lines Inc.,ORD,EWR,-1.0,27.0,0,719.0
2020-02-02,ExpressJet Airlines LLC d/b/a aha!,EWR,JAX,-5.0,-34.0,0,820.0
2019-04-08,SkyWest Airlines Inc.,PAE,SFO,-4.0,-7.0,0,710.0
2021-08-10,Endeavor Air Inc.,ATL,OAJ,-4.0,-11.0,0,399.0
2023-01-20,SkyWest Airlines Inc.,CLE,MSP,-8.0,-7.0,0,622.0
2022-09-30,Alaska Airlines Inc.,OGG,SAN,-4.0,9.0,0,2541.0
2023-04-20,Envoy Air,CMH,ORD,28.0,14.0,0,296.0
2020-01-20,American Airlines Inc.,LAX,PHX,-3.0,0.0,0,370.0
2019-08-16,Spirit Air Lines,IND,MCO,8.0,-1.0,0,829.0
2021-07-23,Republic Airline,EYW,LGA,1.0,-2.0,0,1207.0
2022-07-15,Southwest Airlines Co.,FLL,MSY,0.0,-2.0,0,674.0
2021-06-22,American Airlines Inc.,SRQ,DFW,-2.0,13.0,0,945.0
2021-05-23,SkyWest Airlines Inc.,MFR,LAX,-2.0,5.0,0,630.0
2023-08-09,Allegiant Air,PIE,AVL,-7.0,-14.0,0,519.0
2019-08-03,PSA Airlines Inc.,MYR,CLT,6.0,-7.0,0,157.0
2019-02-06,Endeavor Air Inc.,BUF,LGA,-5.0,-21.0,0,292.0
2021-10-22,Endeavor Air Inc.,BTV,DTW,6.0,3.0,0,537.0
2021-09-11,Delta Air Lines Inc.,LAS,MSP,-3.0,-3.0,0,1299.0
2019-01-27,Southwest Airlines Co.,GEG,SMF,-1.0,-6.0,0,649.0
2022-03-05,Southwest Airlines Co.,BUR,SMF,-5.0,-17.0,0,358.0
2019-06-14,Alaska Airlines Inc.,SEA,ANC,1.0,8.0,0,1448.0
2020-10-30,United Air Lines Inc.,IAD,EWR,9.0,-15.0,0,212.0
2022-08-04,Republic Airline,MEM,ORD,-5.0,-19.0,0,491.0
2021-10-26,SkyWest Airlines Inc.,BZN,SLC,2.0,-6.0,0,347.0
2023-08-16,Southwest Airlines Co.,SMF,ONT,0.0,0.0,0,390.0
2021-07-24,Southwest Airlines Co.,PHX,PSP,-4.0,-6.0,0,261.0
2021-05-12,Envoy Air,DFW,LIT,-2.0,-10.0,0,304.0
2020-02-08,Spirit Air Lines,LAS,CLE,-4.0,-17.0,0,1824.0
2021-08-19,Delta Air Lines Inc.,MSP,LAX,5.0,-2.0,0,1535.0
2022-08-20,American Airlines Inc.,MYR,PHL,-6.0,-19.0,0,473.0
2021-11-12,Delta Air Lines Inc.,ATL,HPN,-2.0,-17.0,0,780.0
2023-02-19,Southwest Airlines Co.,SAN,LAS,1.0,-4.0,0,258.0
2021-12-25,Envoy Air,MIA,SAV,-1.0,-3.0,0,440.0
2021-09-13,Alaska Airlines Inc.,SEA,AUS,-5.0,-27.0,0,1770.0
2022-10-26,Envoy Air,GNV,DFW,-8.0,-14.0,0,900.0
2021-01-07,Endeavor Air Inc.,DTW,GRR,-4.0,-13.0,0,120.0
2021-12-15,United Air Lines Inc.,DFW,IAH,-7.0,-9.0,0,224.0
2023-01-11,American Airlines Inc.,PHX,SLC,-7.0,-8.0,0,507.0
2023-01-04,SkyWest Airlines Inc.,GPT,DFW,7.0,8.0,0,500.0
2022-03-12,Southwest Airlines Co.,MIA,ATL,56.0,59.0,0,594.0
2019-03-04,Republic Airline,STL,LGA,39.0,11.0,0,888.0
2022-11-02,Republic Airline,ROA,LGA,37.0,29.0,0,405.0
2022-08-01,PSA Airlines Inc.,CLT,SAV,22.0,17.0,0,213.0
2021-09-21,Southwest Airlines Co.,DAL,HOU,-4.0,28.0,0,239.0
2022-03-24,Delta Air Lines Inc.,IND,ATL,2.0,-5.0,0,432.0
2023-05-17,Delta Air Lines Inc.,MIA,ATL,0.0,-3.0,0,594.0
2019-11-06,Endeavor Air Inc.,EWR,BOS,-5.0,0.0,0,200.0
2019-05-06,Hawaiian Airlines Inc.,HNL,OGG,-3.0,-5.0,0,100.0
2022-10-15,Delta Air Lines Inc.,MSP,STL,42.0,37.0,0,448.0
2023-01-27,Southwest Airlines Co.,STL,TUL,-9.0,-23.0,0,351.0
2020-12-27,Endeavor Air Inc.,DTW,ROC,-5.0,20.0,0,296.0
2019-06-12,Southwest Airlines Co.,SAN,PDX,13.0,17.0,0,933.0
2021-11-14,Delta Air Lines Inc.,ATL,BOS,15.0,8.0,0,946.0
2023-05-20,Delta Air Lines Inc.,ATL,MSP,-8.0,-16.0,0,907.0
2021-07-27,United Air Lines Inc.,DFW,IAD,-6.0,-9.0,0,1172.0
2022-02-12,Delta Air Lines Inc.,BHM,ATL,-6.0,-27.0,0,134.0
2021-08-26,Horizon Air,FCA,PDX,6.0,3.0,0,437.0
2021-06-22,JetBlue Airways,BNA,BOS,-1.0,1.0,0,942.0
2021-02-25,Southwest Airlines Co.,MKE,PHX,-5.0,-27.0,0,1460.0
2019-11-04,PSA Airlines Inc.,PHL,GSP,-4.0,0.0,0,515.0
2019-07-08,Southwest Airlines Co.,HOU,LAX,12.0,9.0,0,1390.0
2023-05-04,United Air Lines Inc.,BOS,IAD,3.0,-7.0,0,413.0
2023-04-12,JetBlue Airways,BOS,BWI,-8.0,-19.0,0,369.0
2021-09-21,Delta Air Lines Inc.,JFK,LAX,-1.0,-18.0,0,2475.0
2022-08-02,Republic Airline,LGA,RDU,4.0,0.0,0,431.0
2021-04-06,Southwest Airlines Co.,BWI,MCO,-1.0,-20.0,0,787.0
2022-03-23,Mesa Airlines Inc.,DFW,LBB,-3.0,-2.0,0,282.0
2020-01-25,Delta Air Lines Inc.,ATL,CMH,-3.0,-10.0,0,447.0
2019-03-27,JetBlue Airways,EWR,FLL,-5.0,-17.0,0,1065.0
2019-11-07,Endeavor Air Inc.,ATL,MLI,19.0,8.0,0,633.0
2023-04-16,United Air Lines Inc.,IAH,BOS,-5.0,-21.0,0,1597.0
2020-01-10,Southwest Airlines Co.,OAK,LGB,3.0,-15.0,0,353.0
2019-06-08,Southwest Airlines Co.,SNA,LAS,-1.0,-1.0,0,226.0
2022-05-24,American Airlines Inc.,DCA,PBI,-5.0,-20.0,0,857.0
2019-05-20,United Air Lines Inc.,EWR,MCO,-1.0,-17.0,0,937.0
2019-03-23,Southwest Airlines Co.,DEN,ATL,1.0,-3.0,0,1199.0
